,MotieID,date,Indiener,Indiener_party,Medeindiener_1,Medeindiener_party_1,Medeindiener_2,Medeindiener_party_2,Medeindiener_3,Medeindiener_party_3,Medeindiener_4,Medeindiener_party_4,Medeindiener_5,Medeindiener_party_5,Medeindiener_6,Medeindiener_party_6,Medeindiener_7,Medeindiener_party_7,Medeindiener_8,Medeindiener_party_8,Medeindiener_9,Medeindiener_party_9,Medeindiener_10,Medeindiener_party_10,Medeindiener_11,Medeindiener_party_11,Medeindiener_12,Medeindiener_party_12,Medeindiener_13,Medeindiener_party_13
2661,32813-278,5 februari 2019,Lodewijk Asscher, Partij van de Arbeid,Lilian Marijnissen, Socialistische Partij,Jesse Klaver, GroenLinks,,,,,,,,,,,,,,,,,,,,,,
2662,32813-279,5 februari 2019,Lodewijk Asscher, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,,,,,
2663,32813-280,5 februari 2019,Thierry Baudet, Forum voor Democratie,,,,,,,,,,,,,,,,,,,,,,,,,,
2664,32813-283,12 februari 2019,Eerste ondertekenaar Jesse Klaver, GroenLinks,Mede ondertekenaar Lodewijk Asscher, Partij van de Arbeid,Mede ondertekenaar Esther Ouwehand, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,
2665,32813-284,12 februari 2019,Eerste ondertekenaar Esther Ouwehand, Partij voor de Dieren,Mede ondertekenaar Lammert van Raan, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,
2666,32813-289,6 maart 2019,Alexander Kops, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,,,
2667,32813-290,6 maart 2019,Tom van der Lee, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
2668,32813-291,6 maart 2019,Matthijs Sienot, Democraten 66,Tom van der Lee, GroenLinks,Agnes Mulder, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,
2669,32813-292,6 maart 2019,Matthijs Sienot, Democraten 66,Carla Dik-Faber, ChristenUnie,Agnes Mulder, Christen-Democratisch Appèl,D. Yesilgöz-Zegerius, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,
2670,32813-293,6 maart 2019,Lammert van Raan, Partij voor de Dieren,Frank Wassenberg, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,
2671,32813-294,6 maart 2019,Lammert van Raan, Partij voor de Dieren,Frank Wassenberg, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,
2672,32813-295,6 maart 2019,Agnes Mulder, Christen-Democratisch Appèl,Carla Dik-Faber, ChristenUnie,D. Yesilgöz-Zegerius, Volkspartij voor Vrijheid en Democratie,Matthijs Sienot, Democraten 66,,,,,,,,,,,,,,,,,,,,
2673,32813-296,6 maart 2019,Agnes Mulder, Christen-Democratisch Appèl,Carla Dik-Faber, ChristenUnie,,,,,,,,,,,,,,,,,,,,,,,,
2674,32813-297,6 maart 2019,Agnes Mulder, Christen-Democratisch Appèl,Matthijs Sienot, Democraten 66,Carla Dik-Faber, ChristenUnie,,,,,,,,,,,,,,,,,,,,,,
2675,32813-298,6 maart 2019,Selçuk Öztürk, DENK,,,,,,,,,,,,,,,,,,,,,,,,,,
2676,32813-299,6 maart 2019,Selçuk Öztürk, DENK,,,,,,,,,,,,,,,,,,,,,,,,,,
2677,32813-300,6 maart 2019,William Moorlag, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,,,,,
2678,32813-301,6 maart 2019,William Moorlag, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,,,,,
2679,32813-302,6 maart 2019,William Moorlag, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,,,,,
2680,32813-304,12 maart 2019,Eerste ondertekenaar Matthijs Sienot, Democraten 66,Mede ondertekenaar Carla Dik-Faber, ChristenUnie,Mede ondertekenaar Agnes Mulder, Christen-Democratisch Appèl,Mede ondertekenaar Tom van der Lee, GroenLinks,,,,,,,,,,,,,,,,,,,,
2681,32813-305,12 maart 2019,Eerste ondertekenaar William Moorlag, Partij van de Arbeid,Mede ondertekenaar Agnes Mulder, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,,,
2682,32813-309,14 maart 2019,Lilian Marijnissen, Socialistische Partij,Geert Wilders, Partij voor de Vrijheid,Jesse Klaver, GroenLinks,Marianne Thieme, Partij voor de Dieren,Lodewijk Asscher, Partij van de Arbeid,,,,,,,,,,,,,,,,,,
2683,32813-310,14 maart 2019,Marianne Thieme, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
2684,32813-311,14 maart 2019,Marianne Thieme, Partij voor de Dieren,Jesse Klaver, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,
2685,32813-312,14 maart 2019,Marianne Thieme, Partij voor de Dieren,Jesse Klaver, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,
2686,32813-313,14 maart 2019,Lodewijk Asscher, Partij van de Arbeid,Jesse Klaver, GroenLinks,Lilian Marijnissen, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,
2687,32813-314,14 maart 2019,Lodewijk Asscher, Partij van de Arbeid,Lilian Marijnissen, Socialistische Partij,Jesse Klaver, GroenLinks,,,,,,,,,,,,,,,,,,,,,,
2688,32813-315,14 maart 2019,Geert Wilders, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,,,
2689,32813-316,19 maart 2019,Eerste ondertekenaar Lammert van Raan, Partij voor de Dieren,Mede ondertekenaar Frank Wassenberg, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,
2690,32813-329,5 juni 2019,Jesse Klaver, GroenLinks,Chris Stoffer, Staatkundig Gereformeerde Partij,Geert Wilders, Partij voor de Vrijheid,Marianne Thieme, Partij voor de Dieren,Lilian Marijnissen, Socialistische Partij,Lodewijk Asscher, Partij van de Arbeid,Thierry Baudet, Forum voor Democratie,Henk Krol, 50PLUS,Tunahan Kuzu, DENK,,,,,,,,,,
2691,32813-330,5 juni 2019,Geert Wilders, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,,,
2692,32813-331,5 juni 2019,Thierry Baudet, Forum voor Democratie,,,,,,,,,,,,,,,,,,,,,,,,,,
2693,32813-332,5 juni 2019,Thierry Baudet, Forum voor Democratie,,,,,,,,,,,,,,,,,,,,,,,,,,
2694,32813-333,11 juni 2019,Eerste ondertekenaar Thierry Baudet, Forum voor Democratie,,,,,,,,,,,,,,,,,,,,,,,,,,
2695,32813-349,3 juli 2019,D. Yesilgöz-Zegerius, Volkspartij voor Vrijheid en Democratie,Pieter Heerma, Christen-Democratisch Appèl,Rob Jetten, Democraten 66,Gert-Jan Segers, ChristenUnie,Chris Stoffer, Staatkundig Gereformeerde Partij,,,,,,,,,,,,,,,,,,
2696,32813-350,3 juli 2019,D. Yesilgöz-Zegerius, Volkspartij voor Vrijheid en Democratie,Pieter Heerma, Christen-Democratisch Appèl,Chris Stoffer, Staatkundig Gereformeerde Partij,Rob Jetten, Democraten 66,Gert-Jan Segers, ChristenUnie,,,,,,,,,,,,,,,,,,
2697,32813-351,3 juli 2019,Sandra Beckerman, Socialistische Partij,Rob Jetten, Democraten 66,Chris Stoffer, Staatkundig Gereformeerde Partij,D. Yesilgöz-Zegerius, Volkspartij voor Vrijheid en Democratie,Gert-Jan Segers, ChristenUnie,Jesse Klaver, GroenLinks,Lodewijk Asscher, Partij van de Arbeid,Tunahan Kuzu, DENK,Gerrit Jan van Otterloo, 50PLUS,Lammert van Raan, Partij voor de Dieren,,,,,,,,
2698,32813-352,3 juli 2019,Sandra Beckerman, Socialistische Partij,Lodewijk Asscher, Partij van de Arbeid,Tunahan Kuzu, DENK,Gerrit Jan van Otterloo, 50PLUS,,,,,,,,,,,,,,,,,,,,
2699,32813-353,3 juli 2019,Lodewijk Asscher, Partij van de Arbeid,Rob Jetten, Democraten 66,D. Yesilgöz-Zegerius, Volkspartij voor Vrijheid en Democratie,Pieter Heerma, Christen-Democratisch Appèl,Lammert van Raan, Partij voor de Dieren,Gerrit Jan van Otterloo, 50PLUS,Gert-Jan Segers, ChristenUnie,Sandra Beckerman, Socialistische Partij,Chris Stoffer, Staatkundig Gereformeerde Partij,,,,,,,,,,
2700,32813-354,3 juli 2019,Lodewijk Asscher, Partij van de Arbeid,Jesse Klaver, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,
2701,32813-355,3 juli 2019,Jesse Klaver, GroenLinks,Pieter Heerma, Christen-Democratisch Appèl,Gerrit Jan van Otterloo, 50PLUS,Sandra Beckerman, Socialistische Partij,Gert-Jan Segers, ChristenUnie,Thierry Baudet, Forum voor Democratie,D. Yesilgöz-Zegerius, Volkspartij voor Vrijheid en Democratie,Lodewijk Asscher, Partij van de Arbeid,Rob Jetten, Democraten 66,Chris Stoffer, Staatkundig Gereformeerde Partij,,,,,,,,
2702,32813-356,3 juli 2019,Jesse Klaver, GroenLinks,Lodewijk Asscher, Partij van de Arbeid,Sandra Beckerman, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,
2703,32813-357,3 juli 2019,Alexander Kops, Partij voor de Vrijheid,Geert Wilders, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,
2704,32813-358,3 juli 2019,Rob Jetten, Democraten 66,D. Yesilgöz-Zegerius, Volkspartij voor Vrijheid en Democratie,Gert-Jan Segers, ChristenUnie,Pieter Heerma, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,
2705,32813-359,3 juli 2019,Gert-Jan Segers, ChristenUnie,D. Yesilgöz-Zegerius, Volkspartij voor Vrijheid en Democratie,Lammert van Raan, Partij voor de Dieren,Gerrit Jan van Otterloo, 50PLUS,Chris Stoffer, Staatkundig Gereformeerde Partij,Lodewijk Asscher, Partij van de Arbeid,Rob Jetten, Democraten 66,Jesse Klaver, GroenLinks,Pieter Heerma, Christen-Democratisch Appèl,Sandra Beckerman, Socialistische Partij,,,,,,,,
2706,32813-360,3 juli 2019,Pieter Heerma, Christen-Democratisch Appèl,Gert-Jan Segers, ChristenUnie,D. Yesilgöz-Zegerius, Volkspartij voor Vrijheid en Democratie,Rob Jetten, Democraten 66,,,,,,,,,,,,,,,,,,,,
2707,32813-361,3 juli 2019,Pieter Heerma, Christen-Democratisch Appèl,Rob Jetten, Democraten 66,Chris Stoffer, Staatkundig Gereformeerde Partij,D. Yesilgöz-Zegerius, Volkspartij voor Vrijheid en Democratie,Gert-Jan Segers, ChristenUnie,,,,,,,,,,,,,,,,,,
2708,32813-362,3 juli 2019,Lammert van Raan, Partij voor de Dieren,Jesse Klaver, GroenLinks,Rob Jetten, Democraten 66,Sandra Beckerman, Socialistische Partij,Gerrit Jan van Otterloo, 50PLUS,Gert-Jan Segers, ChristenUnie,Marianne Thieme, Partij voor de Dieren,Lodewijk Asscher, Partij van de Arbeid,,,,,,,,,,,,
2709,32813-363,3 juli 2019,Lammert van Raan, Partij voor de Dieren,Marianne Thieme, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,
2710,32813-364,3 juli 2019,Lammert van Raan, Partij voor de Dieren,Marianne Thieme, Partij voor de Dieren,Frank Wassenberg, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,
2711,32813-365,3 juli 2019,Lammert van Raan, Partij voor de Dieren,Marianne Thieme, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,
2712,32813-366,3 juli 2019,Lammert van Raan, Partij voor de Dieren,Frank Wassenberg, Partij voor de Dieren,Marianne Thieme, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,
2713,32813-367,3 juli 2019,Chris Stoffer, Staatkundig Gereformeerde Partij,Pieter Heerma, Christen-Democratisch Appèl,Rob Jetten, Democraten 66,Gert-Jan Segers, ChristenUnie,D. Yesilgöz-Zegerius, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,
2714,32813-368,3 juli 2019,Chris Stoffer, Staatkundig Gereformeerde Partij,Rob Jetten, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,
2715,32813-369,3 juli 2019,Chris Stoffer, Staatkundig Gereformeerde Partij,Jesse Klaver, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,
2716,32813-370,3 juli 2019,Thierry Baudet, Forum voor Democratie,,,,,,,,,,,,,,,,,,,,,,,,,,
2717,32813-372,4 juli 2019,Eerste ondertekenaar Lodewijk Asscher, Partij van de Arbeid,Mede ondertekenaar Sandra Beckerman, Socialistische Partij,Mede ondertekenaar Jesse Klaver, GroenLinks,,,,,,,,,,,,,,,,,,,,,,
2718,32813-374,4 juli 2019,Eerste ondertekenaar Thierry Baudet, Forum voor Democratie,,,,,,,,,,,,,,,,,,,,,,,,,,
2719,32813-379,10 september 2019,Tom van der Lee, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
2720,32813-380,10 september 2019,Tom van der Lee, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
2721,32813-381,10 september 2019,Matthijs Sienot, Democraten 66,Carla Dik-Faber, ChristenUnie,Agnes Mulder, Christen-Democratisch Appèl,Mark Harbers, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,
2722,32813-382,10 september 2019,Matthijs Sienot, Democraten 66,Agnes Mulder, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,,,
2723,32813-383,10 september 2019,Sandra Beckerman, Socialistische Partij,William Moorlag, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,,,
2724,32813-384,10 september 2019,Sandra Beckerman, Socialistische Partij,William Moorlag, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,,,
2725,32813-385,10 september 2019,Lammert van Raan, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,,,
2726,32813-386,10 september 2019,Agnes Mulder, Christen-Democratisch Appèl,Carla Dik-Faber, ChristenUnie,Tom van der Lee, GroenLinks,,,,,,,,,,,,,,,,,,,,,,
2727,32813-387,10 september 2019,Agnes Mulder, Christen-Democratisch Appèl,Mark Harbers, Volkspartij voor Vrijheid en Democratie,Matthijs Sienot, Democraten 66,Tom van der Lee, GroenLinks,Carla Dik-Faber, ChristenUnie,,,,,,,,,,,,,,,,,,
2728,32813-388,10 september 2019,William Moorlag, Partij van de Arbeid,Sandra Beckerman, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,
2729,32813-389,10 september 2019,William Moorlag, Partij van de Arbeid,Sandra Beckerman, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,
2730,32813-390,10 september 2019,Carla Dik-Faber, ChristenUnie,Agnes Mulder, Christen-Democratisch Appèl,Matthijs Sienot, Democraten 66,,,,,,,,,,,,,,,,,,,,,,
2731,32820-252,11 september 2018,Vera Bergkamp, Democraten 66,Corinne Ellemeet, GroenLinks,Carla Dik-Faber, ChristenUnie,Antoinette Laan-Geselschap, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,
2732,32820-253,11 september 2018,Antoinette Laan-Geselschap, Volkspartij voor Vrijheid en Democratie,Roelof Bisschop, Staatkundig Gereformeerde Partij,,,,,,,,,,,,,,,,,,,,,,,,
2733,32820-254,11 september 2018,Antoinette Laan-Geselschap, Volkspartij voor Vrijheid en Democratie,Vera Bergkamp, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,
2734,32820-255,11 september 2018,Antoinette Laan-Geselschap, Volkspartij voor Vrijheid en Democratie,Vera Bergkamp, Democraten 66,Carla Dik-Faber, ChristenUnie,Roelof Bisschop, Staatkundig Gereformeerde Partij,Lenny Geluk-Poortvliet, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,
2735,32820-256,11 september 2018,Martin Bosma, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,32820-257,11 september 2018,Carla Dik-Faber, ChristenUnie,,,,,,,,,,,,,,,,,,,,,,,,,,
2737,32820-258,11 september 2018,Sandra Beckerman, Socialistische Partij,Henk Nijboer, Partij van de Arbeid,Roelof Bisschop, Staatkundig Gereformeerde Partij,,,,,,,,,,,,,,,,,,,,,,
2738,32820-259,11 september 2018,Sandra Beckerman, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
2739,32820-260,11 september 2018,Sandra Beckerman, Socialistische Partij,Henk Nijboer, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,,,
2740,32820-261,11 september 2018,Sandra Beckerman, Socialistische Partij,Lenny Geluk-Poortvliet, Christen-Democratisch Appèl,Henk Nijboer, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,
2741,32820-262,11 september 2018,Lenny Geluk-Poortvliet, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,,,,,
2742,32820-263,13 september 2018,Eerste ondertekenaar Sandra Beckerman, Socialistische Partij,Mede ondertekenaar Henk Nijboer, Partij van de Arbeid,Mede ondertekenaar Vera Bergkamp, Democraten 66,Mede ondertekenaar Roelof Bisschop, Staatkundig Gereformeerde Partij,Mede ondertekenaar Carla Dik-Faber, ChristenUnie,,,,,,,,,,,,,,,,,,
2743,32820-264,13 september 2018,Eerste ondertekenaar Sandra Beckerman, Socialistische Partij,Mede ondertekenaar Carla Dik-Faber, ChristenUnie,Mede ondertekenaar Vera Bergkamp, Democraten 66,Mede ondertekenaar Roelof Bisschop, Staatkundig Gereformeerde Partij,Mede ondertekenaar Henk Nijboer, Partij van de Arbeid,Mede ondertekenaar Corinne Ellemeet, GroenLinks,,,,,,,,,,,,,,,,
2744,32820-265,13 september 2018,Eerste ondertekenaar Sandra Beckerman, Socialistische Partij,Mede ondertekenaar Corinne Ellemeet, GroenLinks,Mede ondertekenaar Henk Nijboer, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,
2745,32820-266,13 september 2018,Eerste ondertekenaar Sandra Beckerman, Socialistische Partij,Mede ondertekenaar Lenny Geluk-Poortvliet, Christen-Democratisch Appèl,Mede ondertekenaar Carla Dik-Faber, ChristenUnie,Mede ondertekenaar Vera Bergkamp, Democraten 66,Mede ondertekenaar Henk Nijboer, Partij van de Arbeid,,,,,,,,,,,,,,,,,,
2746,32820-267,13 september 2018,Eerste ondertekenaar Sandra Beckerman, Socialistische Partij,Mede ondertekenaar Vera Bergkamp, Democraten 66,Mede ondertekenaar Henk Nijboer, Partij van de Arbeid,Mede ondertekenaar Lenny Geluk-Poortvliet, Christen-Democratisch Appèl,Mede ondertekenaar Corinne Ellemeet, GroenLinks,Mede ondertekenaar Carla Dik-Faber, ChristenUnie,,,,,,,,,,,,,,,,
2747,32820-268,13 september 2018,Eerste ondertekenaar Lenny Geluk-Poortvliet, Christen-Democratisch Appèl,Indiener: M. Snel, staatssecretaris van Financiën,,,,,,,,,,,,,,,,,,,,,,,,
2748,32820-277,27 november 2018,Eerste ondertekenaar Carla Dik-Faber, ChristenUnie,,,,,,,,,,,,,,,,,,,,,,,,,,
2749,32820-292,27 juni 2019,Sandra Beckerman, Socialistische Partij,Lenny Geluk-Poortvliet, Christen-Democratisch Appèl,Salima Belhaj, Democraten 66,Roelof Bisschop, Staatkundig Gereformeerde Partij,Thierry Aartsen, Volkspartij voor Vrijheid en Democratie,Corinne Ellemeet, GroenLinks,,,,,,,,,,,,,,,,
2750,32820-293,27 juni 2019,Sandra Beckerman, Socialistische Partij,Roelof Bisschop, Staatkundig Gereformeerde Partij,Salima Belhaj, Democraten 66,,,,,,,,,,,,,,,,,,,,,,
2751,32820-294,27 juni 2019,Sandra Beckerman, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
2752,32820-295,27 juni 2019,Roelof Bisschop, Staatkundig Gereformeerde Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
2753,32820-296,27 juni 2019,Lenny Geluk-Poortvliet, Christen-Democratisch Appèl,Thierry Aartsen, Volkspartij voor Vrijheid en Democratie,Roelof Bisschop, Staatkundig Gereformeerde Partij,Thierry Baudet, Forum voor Democratie,Martin Bosma, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,
2754,32820-297,27 juni 2019,Eerste ondertekenaar Sandra Beckerman, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,32820-298,2 juli 2019,Eerste ondertekenaar Sandra Beckerman, Socialistische Partij,Mede ondertekenaar Salima Belhaj, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,
2756,32820-301,4 juli 2019,Salima Belhaj, Democraten 66,Corinne Ellemeet, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,
2757,32820-302,4 juli 2019,Salima Belhaj, Democraten 66,Lodewijk Asscher, Partij van de Arbeid,Lisa Westerveld, GroenLinks,,,,,,,,,,,,,,,,,,,,,,
2758,32820-303,4 juli 2019,Peter Kwint, Socialistische Partij,Lodewijk Asscher, Partij van de Arbeid,Esther Ouwehand, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,
2759,32820-304,4 juli 2019,Peter Kwint, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
2760,32820-305,4 juli 2019,Peter Kwint, Socialistische Partij,Esther Ouwehand, Partij voor de Dieren,,,,,,,,,,,,,,,,,,,,,,,,
2761,32820-306,4 juli 2019,Thierry Aartsen, Volkspartij voor Vrijheid en Democratie,Lenny Geluk-Poortvliet, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,,,
2762,32820-307,4 juli 2019,Thierry Aartsen, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,,,,,
2763,32820-308,4 juli 2019,Corinne Ellemeet, GroenLinks,Lodewijk Asscher, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,,,
2764,32820-309,4 juli 2019,Corinne Ellemeet, GroenLinks,Lodewijk Asscher, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,,,
2765,32820-310,4 juli 2019,Corinne Ellemeet, GroenLinks,Salima Belhaj, Democraten 66,Lenny Geluk-Poortvliet, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,
2766,32820-311,4 juli 2019,Corinne Ellemeet, GroenLinks,Lisa Westerveld, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,
2767,32820-312,4 juli 2019,Lodewijk Asscher, Partij van de Arbeid,Corinne Ellemeet, GroenLinks,Salima Belhaj, Democraten 66,,,,,,,,,,,,,,,,,,,,,,
2768,32820-313,4 juli 2019,Lodewijk Asscher, Partij van de Arbeid,Corinne Ellemeet, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,
2769,32820-314,4 juli 2019,Lenny Geluk-Poortvliet, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,,,,,
2770,32820-315,4 juli 2019,Lenny Geluk-Poortvliet, Christen-Democratisch Appèl,Salima Belhaj, Democraten 66,Thierry Aartsen, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,
2771,32824-224,5 juli 2018,Jan Paternotte, Democraten 66,Gert-Jan Segers, ChristenUnie,,,,,,,,,,,,,,,,,,,,,,,,
2772,32824-225,5 juli 2018,Z. Özdil, GroenLinks,Gijs van Dijk, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,,,
2773,32824-226,5 juli 2018,Z. Özdil, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
2774,32824-227,5 juli 2018,Gijs van Dijk, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,,,,,
2775,32824-228,5 juli 2018,B. Becker, Volkspartij voor Vrijheid en Democratie,Pieter Heerma, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,,,
2776,32824-229,5 juli 2018,Machiel de Graaf, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,,,
2777,32824-230,5 juli 2018,Jasper van Dijk, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
2778,32824-231,5 juli 2018,Jasper van Dijk, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
2779,32824-232,5 juli 2018,Jasper van Dijk, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
2780,32824-233,5 juli 2018,Selçuk Öztürk, DENK,,,,,,,,,,,,,,,,,,,,,,,,,,
2781,32824-234,5 juli 2018,Gert-Jan Segers, ChristenUnie,Pieter Heerma, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,,,
2782,32824-247,6 maart 2019,Z. Özdil, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
2783,32824-248,6 maart 2019,Z. Özdil, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
2784,32824-249,6 maart 2019,Z. Özdil, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,32824-250,6 maart 2019,B. Becker, Volkspartij voor Vrijheid en Democratie,Pieter Heerma, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,,,
2786,32824-251,6 maart 2019,Machiel de Graaf, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,,,
2787,32824-252,6 maart 2019,Machiel de Graaf, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,,,
2788,32824-253,6 maart 2019,Machiel de Graaf, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,32824-254,6 maart 2019,Tunahan Kuzu, DENK,,,,,,,,,,,,,,,,,,,,,,,,,,
2790,32824-255,6 maart 2019,Tunahan Kuzu, DENK,,,,,,,,,,,,,,,,,,,,,,,,,,
2791,32824-256,6 maart 2019,Jasper van Dijk, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
2792,32824-257,6 maart 2019,Jasper van Dijk, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
2793,32824-266,4 juli 2019,Jan Paternotte, Democraten 66,Gijs van Dijk, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,,,
2794,32824-267,4 juli 2019,Jan Paternotte, Democraten 66,Niels van den Berge, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,
2795,32824-268,4 juli 2019,Niels van den Berge, GroenLinks,Tunahan Kuzu, DENK,,,,,,,,,,,,,,,,,,,,,,,,
2796,32824-269,4 juli 2019,Niels van den Berge, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
2797,32824-270,4 juli 2019,Niels van den Berge, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,,,
2798,32824-271,4 juli 2019,Machiel de Graaf, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,,,
2799,32824-272,4 juli 2019,Machiel de Graaf, Partij voor de Vrijheid,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,32824-273,4 juli 2019,Dennis Wiersma, Volkspartij voor Vrijheid en Democratie,Jan Paternotte, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,
2801,32824-274,4 juli 2019,Dennis Wiersma, Volkspartij voor Vrijheid en Democratie,,,,,,,,,,,,,,,,,,,,,,,,,,
2802,32824-275,4 juli 2019,Dennis Wiersma, Volkspartij voor Vrijheid en Democratie,René Peters, Christen-Democratisch Appèl,,,,,,,,,,,,,,,,,,,,,,,,
2803,32824-276,4 juli 2019,René Peters, Christen-Democratisch Appèl,Jan Paternotte, Democraten 66,,,,,,,,,,,,,,,,,,,,,,,,
2804,32824-277,4 juli 2019,Tunahan Kuzu, DENK,Jasper van Dijk, Socialistische Partij,Gijs van Dijk, Partij van de Arbeid,,,,,,,,,,,,,,,,,,,,,,
2805,32824-278,4 juli 2019,Jasper van Dijk, Socialistische Partij,Niels van den Berge, GroenLinks,,,,,,,,,,,,,,,,,,,,,,,,
2806,32824-279,4 juli 2019,Jasper van Dijk, Socialistische Partij,,,,,,,,,,,,,,,,,,,,,,,,,,
